# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 12 01:24:12 2021
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-178 b,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,1.91455800,0.00001800,-0.00001800,0,0.026070,0.000780,-0.000780,0,1.152,0.073,-0.070,0,0.103,0.007,-0.006,0,1.50000,0.39000,-0.44000,0,0.00472,0.00123,-0.00138,0,Mass,,,,,,,,,1040,22,-21,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-01,2021-03-18
TOI-178 c,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,3.23845000,0.00002000,-0.00001900,0,0.037000,0.001100,-0.001100,0,1.669,0.114,-0.099,0,0.149,0.010,-0.009,0,4.77000,0.55000,-0.68000,0,0.01501,0.00173,-0.00214,0,Mass,,,,,,,,,873,18,-18,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-01,2021-03-18
TOI-178 d,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,6.55770000,0.00001600,-0.00001600,0,0.059200,0.001800,-0.001800,0,2.572,0.075,-0.078,0,0.229,0.007,-0.007,0,3.01000,0.80000,-1.03000,0,0.00947,0.00252,-0.00324,0,Mass,,,,,,,,,690,14,-14,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-01,2021-03-18
TOI-178 e,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,9.96188100,0.00004200,-0.00004200,0,0.078300,0.002300,-0.002400,0,2.207,0.088,-0.090,0,0.197,0.008,-0.008,0,3.86000,1.25000,-0.94000,0,0.01214,0.00393,-0.00296,0,Mass,,,,,,,,,600,12,-12,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-01,2021-03-18
TOI-178 g,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,20.70950000,0.00014000,-0.00011000,0,0.127500,0.003800,-0.003900,0,2.870,0.140,-0.130,0,0.256,0.012,-0.012,0,3.94000,1.31000,-1.62000,0,0.01240,0.00412,-0.00510,0,Mass,,,,,,,,,470,10,-10,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210109260L/abstract target=ref>Leleu et al. 2021</a>,K,4316.00,70.00,-70.00,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.230,0.050,-0.050,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.6990000,0.2074000,-0.2061000,11.9550000,0.0350000,-0.0350000,8.6560000,0.0210000,-0.0210000,11.1523000,0.0008900,-0.0008900,2021-03-12,2021-01,2021-03-18
TOI-1899 b,TOI-1899,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,29.02000000,0.36000000,-0.23000000,0,0.158700,0.006700,-0.007500,0,12.890,0.448,-0.560,0,1.150,0.040,-0.050,0,209.76780,22.24810,-22.24810,0,0.66000,0.07000,-0.07000,0,Mass,0.118000,0.073000,-0.077000,0,2.90,0.20,-0.20,0,362,7,-7,0,0,<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,M0,3841.00,54.00,-45.00,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,0.310,0.110,-0.120,0,[Fe/H],4.67,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h57m42.44s,299.4268472,+40d08m36.05s,40.1433462,128.4380000,0.2500000,-0.2500000,14.8800000,0.2000000,-0.2000000,10.5090000,0.0180000,-0.0180000,13.5553000,0.0004220,-0.0004220,2021-01-04,2020-09,2021-01-11
TOI-201 b,TOI-201,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210302685H/abstract target=ref>Hobson et al. 2021</a>,52.97818000,0.00004000,-0.00004000,0,0.300000,0.020000,-0.030000,0,11.299,0.135,-0.168,0,1.008,0.012,-0.015,0,133.48860,15.89150,-9.53490,0,0.42000,0.05000,-0.03000,0,Mass,0.280000,0.060000,-0.090000,0,,,,,759,37,-26,0,0,<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210302685H/abstract target=ref>Hobson et al. 2021</a>,F6 V,6394.00,75.00,-75.00,0,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,0.240,0.036,-0.036,0,[Fe/H],4.32,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.9104230,113.8250000,0.3470000,-0.3450000,9.0700000,0.0300000,-0.0300000,7.8460000,0.0240000,-0.0240000,8.9400400,0.0002070,-0.0002070,2021-03-25,2021-03,2021-04-01
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,34.55600000,0.01400000,-0.01000000,0,0.206900,0.010700,-0.008200,0,11.290,0.580,-0.420,0,1.007,0.052,-0.037,0,200.00000,170.00000,-100.00000,0,0.62927,0.53488,-0.31463,0,Mass,0.029000,0.037000,-0.020000,0,10.10,0.85,-0.66,0,497,10,-8,0,1,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,,5026.00,125.00,-125.00,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,0.320,0.100,-0.100,0,[M/H],4.66,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,0.8830000,-0.8750000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2019-05-07,2019-07,2019-05-09
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,17.08900000,0.01100000,-0.01500000,0,0.129300,0.006700,-0.005100,0,7.690,1.620,-0.830,0,0.686,0.145,-0.074,0,30.00000,20.00000,-14.00000,0,0.09439,0.06293,-0.04405,0,Mass,0.132000,0.059000,-0.023000,0,25.90,2.20,-1.70,0,628,13,-11,0,1,<a refstr=KIPPING_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.486.4980K/abstract target=ref>Kipping et al. 2019</a>,,5026.00,125.00,-125.00,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,0.320,0.100,-0.100,0,[M/H],4.66,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.9450000,0.8830000,-0.8750000,12.3240000,0.0690000,-0.0690000,10.2180000,0.0210000,-0.0210000,12.1631000,0.0005830,-0.0005830,2019-05-07,2019-07,2019-05-09
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.43609800,0.00003900,-0.00003900,0,0.034100,0.001000,-0.001000,0,1.440,0.120,-0.120,0,0.128,0.011,-0.011,0,,,,,,,,,,0.000000,,,0,3.70,0.50,-0.50,0,388,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M4.5 V,3212.00,100.00,-100.00,0,0.21,0.01,-0.01,0,0.18,0.00,0.00,0,,,,,,5.04,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m58.45s,353.2435381,-29d24m59.35s,-29.4164870,38.0749000,0.2292000,-0.2265000,16.3700000,0.2000000,-0.2000000,10.8960000,0.0250000,-0.0250000,14.7540000,0.0008230,-0.0008230,2020-12-10,2021-01,2020-12-17
TOI-251 b,TOI-251,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.93777000,0.00002800,-0.00002900,0,0.057410,0.000230,-0.000170,0,2.740,0.180,-0.180,0,0.244,0.016,-0.016,0,317.83000,,,1,1.00000,,,1,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,,5875.00,100.00,-190.00,0,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,-0.106,0.079,-0.070,0,[Fe/H],4.56,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m14.90s,353.0620655,-37d15m21.11s,-37.2558629,99.5230000,0.4374000,-0.4336000,9.8870000,0.0050000,-0.0050000,8.4260000,0.0270000,-0.0270000,9.7541100,0.0012770,-0.0012770,2020-12-10,2021-01,2020-12-17
TOI-257 b,TOI-257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,18.38818000,0.00085000,-0.00084000,0,0.152800,0.001600,-0.001700,0,7.163,0.146,-0.146,0,0.639,0.013,-0.013,0,43.86032,7.31005,-7.31005,0,0.13800,0.02300,-0.02300,0,Mass,0.000000,,,0,186.00,14.00,-12.00,0,1027,18,-18,0,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,,6095.00,89.00,-89.00,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,0.175,0.099,-0.098,0,[Fe/H],4.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028000,0.1953000,-0.1943000,7.5700000,0.0300000,-0.0300000,6.2560000,0.0210000,-0.0210000,7.4165300,0.0002960,-0.0002960,2021-04-23,2021-04,2021-04-23
TOI-270 b,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,3.36008000,0.00006500,-0.00007000,0,0.030600,0.003300,-0.005700,0,1.247,0.089,-0.083,0,0.111,0.008,-0.007,0,,,,,,,,,,0.000000,,,0,,,,,528,56,-32,0,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,M3.0 V,3386.00,137.00,-131.00,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-0.170,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2019-07-29,2019-07,2019-08-01
TOI-270 c,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,5.66017200,0.00003500,-0.00003500,0,0.047200,0.003000,-0.003300,0,2.420,0.130,-0.130,0,0.216,0.012,-0.012,0,,,,,,,,,,0.000000,,,0,,,,,424,20,-19,0,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,M3.0 V,3386.00,137.00,-131.00,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-0.170,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2019-07-29,2019-07,2019-08-01
TOI-270 d,TOI-270,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,11.38014000,0.00011000,-0.00010000,0,0.073300,0.004200,-0.004200,0,2.130,0.120,-0.120,0,0.190,0.011,-0.011,0,,,,,,,,,,0.000000,,,0,,,,,340,14,-14,0,0,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,M3.0 V,3386.00,137.00,-131.00,0,0.38,0.02,-0.02,0,0.40,0.02,-0.02,0,-0.170,0.100,-0.100,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793000,0.0135500,-0.0135500,12.6030000,0.0390000,-0.0390000,8.2510000,0.0290000,-0.0290000,11.6306000,0.0004760,-0.0004760,2019-07-29,2019-07,2019-08-01
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,5.19672000,0.00049000,-0.00049000,0,0.056000,0.001800,-0.001800,0,2.680,0.190,-0.180,0,0.239,0.017,-0.016,0,7.17000,0.66000,-0.66000,0,0.02256,0.00208,-0.00208,0,Mass,0.163000,0.082000,-0.071000,0,154.57,10.53,-9.73,0,981,16,-16,0,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.00,78.00,-58.00,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,-0.020,0.050,-0.050,0,[Fe/H],4.49,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969000,0.2041000,-0.2029000,9.9310000,0.0060000,-0.0060000,8.0710000,0.0180000,-0.0180000,9.7777600,0.0001890,-0.0001890,2020-10-01,2020-09,2020-10-08
